Time,Width,Height,Base X,Base Y,Pos X,Pos Y,Diameter,Angle_X,Angle_Y
-0.022632122039794922,1200,675,593,609,188,666,50.090118408203125,-90,-8.519826533482757
0.09366798400878906,1200,675,593,609,189,665,47.75276565551758,-90,-11.199375457013502
0.23550677299499512,1200,675,593,609,190,665,51.646873474121094,-90,-6.8036603672833
0.3774888515472412,1200,675,593,609,191,665,49.135215759277344,-90,-9.599106154655516
0.5231728553771973,1200,675,593,609,190,665,53.538291931152344,-90,-4.786855014654748
0.6711380481719971,1200,675,593,609,189,665,50.26018524169922,-90,-8.329768867459933
0.7718939781188965,1200,675,593,609,190,666,54.03722381591797,-90,-4.266721333580222
0.915787935256958,1200,675,593,609,189,665,54.12043380737305,-90,-4.180442884208674
1.0601868629455566,1200,675,593,609,193,665,57.140377044677734,-90,-1.1357233858445852
1.2089238166809082,1200,675,593,609,192,665,51.323394775390625,-90,-7.155965778042628
1.309208869934082,1200,675,593,609,191,665,50.760047912597656,-90,-7.77484944625769
1.458162784576416,1200,675,593,609,189,666,46.04365539550781,-90,-13.243069726478126
1.6077978610992432,1200,675,593,609,190,666,49.05183029174805,-90,-9.694346359161727
1.7602076530456543,1200,675,593,609,192,665,47.64597702026367,-90,-11.324910971872157
1.8967406749725342,1200,675,593,609,192,666,53.36685562133789,-90,-4.966695972164047
2.0376486778259277,1200,675,593,609,188,666,46.7271728515625,-90,-12.416784331776086
2.180269956588745,1200,675,593,609,191,665,49.648963928222656,-90,-9.015861394159629
2.3256497383117676,1200,675,593,609,189,665,45.493927001953125,-90,-13.916570336267284
2.4747838973999023,1200,675,593,609,190,665,49.81987380981445,-90,-8.823168988558507
2.6242449283599854,1200,675,593,609,191,664,55.97340774536133,-90,-2.292749994570471
2.7252910137176514,1200,675,593,609,190,664,55.97340774536133,-90,-2.292749994570471
2.869014024734497,1200,675,593,609,191,665,53.20600128173828,-90,-5.1359622892761365
3.009819746017456,1200,675,593,609,192,665,54.70851516723633,-90,-3.57443085135435
3.1588828563690186,1200,675,593,609,190,665,48.88335037231445,-90,-9.887273748277494
3.258906841278076,1200,675,593,609,190,666,47.626800537109375,-90,-11.347483706904711
3.4076390266418457,1200,675,593,609,191,665,47.66737365722656,-90,-11.299735603761462
3.5520858764648438,1200,675,593,609,189,665,47.62141799926758,-90,-11.353821152905397
3.695525884628296,1200,675,593,609,189,666,48.341827392578125,-90,-10.511909268837854
3.8386600017547607,1200,675,593,609,190,665,49.917606353759766,-90,-8.713277263219396
3.9844138622283936,1200,675,593,609,190,665,52.09013366699219,-90,-6.324466003588924
4.129462957382202,1200,675,593,609,191,666,49.132286071777344,-90,-9.602449609206076
